no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets,asset_to_loan_ratio,cibil_category,cluster_id
5,0,0,4900000,10800000,18,6800000,800000,14500000,5300000,1,2.204081632653061,27400000,2.537037037037037,1,1
5,1,1,6900000,16500000,6,4100000,400000,14100000,6600000,0,2.391304347826087,25200000,1.5272727272727271,0,1
4,0,1,1100000,3000000,4,300000,600000,3600000,1100000,1,2.727272727272727,5600000,1.8666666666666667,2,0
2,0,1,7800000,29600000,14,-100000,8600000,27000000,7200000,1,3.7948717948717943,42700000,1.4425675675675675,1,1
2,1,1,8200000,23600000,6,23000000,10600000,27200000,6100000,0,2.8780487804878048,66900000,2.8347457627118646,0,2
5,0,1,6700000,23600000,14,3000000,3300000,19400000,7500000,1,3.5223880597014925,33200000,1.4067796610169492,2,1
3,1,1,7400000,15200000,10,16700000,12800000,19300000,4800000,0,2.054054054054054,53600000,3.526315789473684,1,2
1,0,0,1200000,2700000,14,600000,2200000,2400000,600000,1,2.25,5800000,2.1481481481481484,2,0
0,0,0,9500000,24800000,2,17400000,16000000,19600000,12000000,1,2.610526315789474,65000000,2.620967741935484,1,2
5,0,1,4000000,8200000,2,3500000,7700000,9500000,4400000,1,2.05,25100000,3.0609756097560976,1,1
0,0,1,8600000,32600000,8,21500000,14100000,33600000,11000000,1,3.7906976744186047,80200000,2.460122699386503,2,2
4,1,1,9100000,28400000,12,25800000,11800000,19300000,9700000,1,3.120879120879121,66600000,2.3450704225352115,2,2
0,0,1,7100000,18600000,20,19200000,13100000,23100000,5100000,1,2.619718309859155,60500000,3.252688172043011,2,2
0,0,0,9000000,28400000,4,0,7200000,26900000,13200000,1,3.1555555555555554,47300000,1.6654929577464788,1,2
3,1,1,1400000,2700000,14,1200000,1500000,4000000,1300000,1,1.9285714285714288,8000000,2.962962962962963,2,0
1,1,0,8800000,20200000,6,24200000,16100000,17600000,11900000,1,2.2954545454545454,69800000,3.4554455445544554,1,2
3,0,1,5400000,14700000,4,12300000,9900000,15100000,6100000,0,2.7222222222222223,43400000,2.952380952380953,0,1
1,1,0,6100000,19100000,6,5700000,5900000,12400000,6300000,0,3.1311475409836067,30300000,1.5863874345549738,0,1
1,1,0,1000000,3600000,4,1000000,1300000,3700000,1000000,1,3.6,7000000,1.9444444444444444,1,0
3,1,1,7700000,18100000,20,7800000,14500000,29100000,10000000,1,2.3506493506493507,61400000,3.3922651933701657,2,2
1,1,1,6100000,12900000,2,8900000,7500000,15600000,7200000,0,2.114754098360656,39200000,3.0387596899224807,0,1
2,0,1,7700000,21000000,12,16100000,4300000,27400000,10500000,0,2.727272727272727,58300000,2.776190476190476,0,2
4,1,1,4700000,12000000,2,5800000,8200000,13000000,6800000,0,2.5531914893617023,33800000,2.816666666666667,0,1
2,1,1,9100000,34800000,20,21300000,10900000,30600000,9900000,1,3.824175824175824,72700000,2.089080459770115,2,2
0,1,1,5800000,12700000,12,8400000,7300000,19600000,7600000,0,2.189655172413793,42900000,3.377952755905512,1,1
4,0,0,8500000,24900000,2,1900000,400000,21700000,11400000,0,2.929411764705882,35400000,1.4216867469879515,0,1
2,1,1,9900000,33400000,14,16600000,16100000,21000000,9500000,1,3.3737373737373737,63200000,1.8922155688622757,2,2
4,0,1,2000000,4000000,10,2100000,0,4000000,1700000,1,2.0,7800000,1.95,1,0
1,0,1,5000000,16800000,6,6300000,7600000,16000000,3200000,1,3.36,33100000,1.9702380952380956,2,1
1,1,1,3200000,11800000,16,5500000,3200000,7500000,2300000,1,3.6875,18500000,1.5677966101694916,2,0
1,0,1,8000000,27800000,8,7900000,1600000,27100000,11800000,1,3.475,48400000,1.7410071942446044,2,2
0,0,1,1200000,2800000,14,3200000,100000,3300000,1700000,1,2.333333333333333,8300000,2.9642857142857144,2,0
2,0,1,5800000,22800000,14,12100000,200000,20800000,4800000,1,3.931034482758621,37900000,1.662280701754386,1,1
1,1,0,2500000,7600000,20,7400000,4200000,6400000,1900000,1,3.04,19900000,2.6184210526315788,2,0
1,0,1,600000,1400000,10,400000,500000,1300000,800000,1,2.333333333333333,3000000,2.142857142857143,1,0
5,1,0,4900000,13000000,10,13300000,3700000,14700000,6500000,1,2.653061224489796,38200000,2.9384615384615387,2,1
2,1,1,9400000,37300000,14,7800000,15900000,27100000,7700000,0,3.9680851063829783,58500000,1.5683646112600536,0,2
2,1,0,5300000,19300000,16,14700000,400000,11600000,3700000,0,3.641509433962264,30400000,1.5751295336787563,0,1
5,0,0,5100000,15800000,4,6000000,7700000,12600000,7000000,1,3.0980392156862746,33300000,2.107594936708861,1,1
4,0,1,2900000,8900000,18,400000,3400000,11200000,1600000,1,3.0689655172413794,16600000,1.8651685393258424,2,0
1,1,0,9100000,34000000,12,8600000,1600000,32700000,8800000,1,3.736263736263736,51700000,1.5205882352941176,1,2
3,0,1,8800000,26700000,12,16000000,15300000,26900000,9600000,1,3.034090909090909,67800000,2.539325842696629,2,2
4,0,0,2600000,8800000,10,4500000,4700000,10300000,1600000,1,3.3846153846153846,21100000,2.397727272727273,1,0
1,1,1,9700000,25500000,18,21900000,6200000,34800000,4900000,1,2.6288659793814437,67800000,2.6588235294117646,2,2
5,0,1,600000,1200000,8,100000,700000,1600000,600000,0,2.0,3000000,2.5,0,0
0,1,1,4100000,11100000,16,6800000,5300000,8500000,4800000,1,2.707317073170732,25400000,2.2882882882882885,2,1
1,0,1,8000000,28000000,20,22400000,12600000,25600000,10600000,1,3.5,71200000,2.5428571428571427,2,2
2,1,0,8800000,26700000,16,12900000,15300000,20300000,10900000,1,3.034090909090909,59400000,2.224719101123596,1,2
1,1,0,200000,300000,12,600000,300000,700000,100000,1,1.5,1700000,5.666666666666667,1,0
0,1,1,3800000,11700000,2,100000,6700000,12500000,3100000,1,3.0789473684210527,22400000,1.9145299145299144,0,1
3,1,0,6800000,21800000,10,16400000,9300000,19100000,5400000,1,3.2058823529411766,50200000,2.302752293577982,1,2
0,1,0,8600000,31800000,2,22600000,15900000,19600000,5100000,1,3.697674418604651,63200000,1.9874213836477987,2,2
2,1,1,2800000,8400000,10,8300000,4800000,10600000,1500000,0,3.0,25200000,3.0,1,0
0,1,0,8000000,29800000,12,600000,15700000,30800000,8400000,1,3.725,55500000,1.8624161073825505,2,2
2,1,1,2300000,5500000,16,4600000,2900000,7000000,1900000,1,2.391304347826087,16400000,2.981818181818182,1,0
4,1,1,7600000,16200000,20,1900000,9300000,28500000,5500000,1,2.131578947368421,45200000,2.7901234567901234,1,1
2,1,0,2900000,11300000,12,700000,5100000,8100000,2600000,1,3.896551724137931,16500000,1.4601769911504423,2,0
4,0,0,7900000,25700000,18,4300000,300000,25300000,9800000,1,3.2531645569620253,39700000,1.5447470817120623,1,1
2,0,0,1900000,4500000,6,2200000,3100000,4800000,2300000,1,2.3684210526315788,12400000,2.7555555555555555,2,0
3,0,1,4600000,13600000,20,1300000,8900000,17200000,5900000,1,2.9565217391304346,33300000,2.448529411764706,2,1
1,0,0,2600000,7700000,6,3700000,4300000,8900000,3500000,0,2.9615384615384617,20400000,2.6493506493506493,0,0
2,0,0,2700000,6700000,8,7600000,800000,9200000,2300000,0,2.4814814814814814,19900000,2.970149253731343,0,0
5,1,1,6300000,13200000,16,6700000,4000000,15200000,7100000,0,2.095238095238096,33000000,2.5,0,1
0,1,1,2600000,7500000,2,4200000,3900000,9600000,1400000,1,2.8846153846153846,19100000,2.546666666666667,2,0
4,0,1,7700000,23400000,6,3900000,3400000,20800000,10700000,0,3.038961038961039,38800000,1.6581196581196582,0,1
0,1,1,7400000,16300000,16,11200000,13200000,28400000,5300000,1,2.202702702702702,58100000,3.5644171779141103,1,2
3,1,1,7300000,21600000,20,1900000,3800000,26400000,9300000,1,2.958904109589041,41400000,1.9166666666666667,1,1
1,1,0,2900000,7600000,2,800000,700000,10100000,2100000,0,2.6206896551724137,13700000,1.8026315789473684,0,0
3,1,1,6600000,16000000,10,1200000,4800000,13300000,6300000,0,2.4242424242424243,25600000,1.6,1,1
2,1,1,2700000,9600000,14,5800000,200000,10200000,1900000,1,3.555555555555556,18100000,1.8854166666666667,1,0
3,1,1,8300000,27700000,4,20500000,15400000,21400000,7400000,1,3.3373493975903616,64700000,2.335740072202166,1,2
0,1,0,4900000,18500000,8,8800000,1700000,14700000,4900000,1,3.7755102040816326,30100000,1.627027027027027,1,1
4,1,1,7900000,30700000,10,10600000,13200000,30300000,6300000,0,3.886075949367088,60400000,1.96742671009772,0,2
5,1,1,8800000,21300000,14,8000000,6400000,28500000,9900000,1,2.4204545454545454,52800000,2.4788732394366195,2,2
5,0,0,4000000,14100000,18,5800000,4100000,9400000,5400000,1,3.525,24700000,1.75177304964539,1,1
4,1,1,3900000,9200000,12,2800000,2300000,12300000,5200000,1,2.358974358974359,22600000,2.4565217391304346,2,1
3,1,1,7700000,18900000,2,9300000,3000000,16700000,9300000,1,2.4545454545454546,38300000,2.0264550264550265,1,1
1,1,1,3800000,10000000,16,5100000,2800000,10300000,4000000,1,2.631578947368421,22200000,2.22,2,0
5,1,0,8000000,27000000,20,4500000,5200000,24800000,10400000,1,3.375,44900000,1.662962962962963,1,2
5,1,1,3400000,11300000,20,6500000,3900000,9700000,2400000,1,3.323529411764706,22500000,1.991150442477876,2,0
5,1,1,5500000,18800000,12,3300000,700000,21000000,5000000,1,3.418181818181818,30000000,1.5957446808510638,1,1
0,0,0,7700000,29300000,14,6200000,11800000,23400000,4700000,1,3.805194805194805,46100000,1.5733788395904438,2,2
5,1,0,4000000,9400000,4,200000,0,12100000,2000000,1,2.35,14300000,1.5212765957446808,2,0
5,0,1,5900000,22600000,18,2300000,4200000,16500000,6800000,1,3.830508474576271,29800000,1.3185840707964602,1,1
0,0,1,2600000,9900000,20,3600000,1500000,5200000,2000000,0,3.807692307692308,12300000,1.2424242424242424,0,0
3,1,0,6600000,22200000,12,8900000,2200000,18700000,8500000,1,3.363636363636364,38300000,1.7252252252252251,2,1
0,0,1,1000000,3000000,18,2200000,700000,3500000,900000,0,3.0,7300000,2.433333333333333,0,0
4,0,1,800000,2800000,16,900000,1400000,2300000,600000,1,3.5,5200000,1.8571428571428568,1,0
0,1,0,3200000,6300000,6,6700000,5200000,8100000,3600000,1,1.96875,23600000,3.746031746031746,2,0
4,1,0,8400000,23400000,12,18700000,9100000,27500000,6700000,0,2.7857142857142856,62000000,2.649572649572649,0,2
3,1,1,5800000,17600000,6,4900000,4200000,18800000,6600000,1,3.034482758620689,34500000,1.9602272727272727,2,1
0,0,1,7300000,28100000,10,13700000,1200000,16300000,8900000,1,3.8493150684931514,40100000,1.4270462633451957,1,1
1,1,0,3900000,8000000,6,100000,1900000,9800000,4000000,0,2.051282051282051,15800000,1.975,0,0
2,0,1,4600000,16000000,4,0,4000000,12300000,4200000,1,3.4782608695652173,20500000,1.28125,2,1
0,1,0,3600000,12300000,2,5200000,3000000,14300000,5400000,1,3.4166666666666665,27900000,2.268292682926829,0,1
4,1,0,7500000,28700000,20,4600000,3500000,15200000,5700000,0,3.826666666666666,29000000,1.0104529616724738,1,1
1,1,0,5200000,15000000,12,3200000,7200000,16500000,5100000,1,2.8846153846153846,32000000,2.1333333333333333,2,1
3,1,1,4400000,10000000,8,5900000,5200000,11700000,4100000,1,2.272727272727273,26900000,2.69,2,1
1,0,1,5100000,12900000,14,6700000,6700000,14400000,3900000,0,2.5294117647058822,31700000,2.4573643410852712,1,1
0,1,0,6000000,23600000,6,13800000,2700000,23400000,8800000,1,3.933333333333333,48700000,2.0635593220338984,2,2
2,1,0,3800000,11400000,6,1000000,4000000,12100000,2800000,1,3.0,19900000,1.7456140350877194,2,0
3,1,0,2800000,10900000,2,600000,2400000,5600000,3600000,1,3.892857142857143,12200000,1.1192660550458715,2,0
5,1,1,6500000,18300000,4,8100000,400000,21700000,7000000,0,2.815384615384616,37200000,2.0327868852459017,0,1
2,0,1,1600000,6400000,4,1000000,300000,5500000,1100000,1,4.0,7900000,1.234375,2,0
4,1,0,5500000,18600000,12,13500000,6200000,19700000,7300000,1,3.381818181818182,46700000,2.510752688172043,1,1
0,1,1,9600000,20100000,16,7200000,2300000,34500000,7400000,0,2.09375,51400000,2.557213930348259,0,2
0,1,0,7000000,27800000,16,11500000,3700000,16000000,8200000,1,3.971428571428572,39400000,1.4172661870503598,1,1
2,0,0,4000000,8100000,16,3500000,2100000,15100000,3100000,0,2.025,23800000,2.938271604938272,0,0
1,0,1,8100000,30900000,12,13600000,9800000,17900000,7500000,0,3.814814814814815,48800000,1.5792880258899675,0,2
2,0,1,6600000,22800000,8,6100000,10000000,18000000,6400000,0,3.4545454545454546,40500000,1.7763157894736843,0,1
5,1,0,4100000,10200000,12,6200000,2200000,13700000,4300000,0,2.4878048780487805,26400000,2.588235294117647,0,1
1,1,0,6600000,24800000,4,8600000,4100000,16700000,6100000,1,3.757575757575758,35500000,1.4314516129032258,0,1
4,1,0,5100000,12200000,14,2700000,6000000,18300000,3400000,0,2.392156862745098,30400000,2.4918032786885247,1,1
4,1,0,8200000,25200000,18,5800000,8900000,28500000,10500000,1,3.073170731707317,53700000,2.130952380952381,1,2
1,0,1,9500000,24400000,14,25500000,6700000,29500000,6300000,1,2.568421052631579,68000000,2.7868852459016398,1,2
0,0,1,7600000,27600000,2,10000000,11200000,27600000,6800000,1,3.631578947368421,55600000,2.0144927536231885,0,2
2,0,1,8400000,20800000,12,6700000,12300000,18500000,10100000,0,2.4761904761904763,47600000,2.2884615384615383,0,2
4,1,0,7600000,25100000,4,4600000,13200000,27400000,4300000,1,3.3026315789473686,49500000,1.9721115537848608,1,2
4,0,1,1400000,3700000,12,3100000,900000,5100000,1800000,1,2.642857142857143,10900000,2.945945945945946,1,0
4,0,1,2700000,6800000,10,4700000,2600000,7400000,2700000,0,2.5185185185185186,17400000,2.5588235294117645,0,0
1,1,1,200000,500000,10,500000,200000,500000,200000,1,2.5,1400000,2.8,2,0
3,1,0,600000,2100000,16,700000,400000,2400000,500000,1,3.5,4000000,1.9047619047619049,2,0
4,1,0,5200000,12900000,16,3400000,4100000,16800000,7500000,1,2.480769230769231,31800000,2.4651162790697674,2,1
0,0,1,5100000,11600000,10,8700000,1300000,10700000,7000000,0,2.2745098039215685,27700000,2.3879310344827585,0,1
4,1,1,9200000,18600000,2,26900000,4200000,33300000,9700000,1,2.0217391304347827,74100000,3.983870967741936,2,2
5,0,0,6500000,23200000,18,6700000,1400000,13400000,7200000,1,3.569230769230769,28700000,1.237068965517241,2,1
0,1,0,8500000,21000000,6,3600000,9600000,27500000,11300000,1,2.4705882352941178,52000000,2.4761904761904763,1,2
4,0,0,2000000,6000000,12,1300000,1900000,6300000,2300000,1,3.0,11800000,1.9666666666666663,2,0
4,0,1,7500000,18000000,20,200000,12800000,23500000,9700000,0,2.4,46200000,2.566666666666667,0,2
0,1,1,7500000,28900000,10,21700000,10700000,24700000,9900000,1,3.8533333333333335,67000000,2.3183391003460208,1,2
2,0,0,2000000,4300000,16,5100000,200000,5700000,2800000,0,2.15,13800000,3.2093023255813957,0,0
3,1,1,1400000,2700000,14,3800000,200000,3600000,1700000,1,1.9285714285714288,9300000,3.4444444444444446,1,0
1,0,1,1700000,5600000,2,3100000,2600000,6700000,1600000,1,3.294117647058824,14000000,2.5,2,0
2,1,1,5300000,14900000,6,10600000,2100000,17000000,3200000,0,2.811320754716981,32900000,2.208053691275168,1,1
4,0,0,8900000,30100000,2,20600000,12900000,20700000,10300000,1,3.3820224719101124,64500000,2.142857142857143,2,2
3,1,0,9700000,35300000,4,11500000,9500000,33700000,7200000,1,3.639175257731959,61900000,1.753541076487252,0,2
5,1,0,9000000,25900000,4,11100000,11100000,31300000,8100000,0,2.8777777777777778,61600000,2.3783783783783785,1,2
2,0,1,8500000,30900000,6,5700000,9900000,19800000,7400000,1,3.635294117647059,42800000,1.3851132686084142,1,2
1,0,0,3500000,10900000,4,8800000,6200000,13600000,2800000,1,3.1142857142857143,31400000,2.8807339449541285,1,1
1,0,0,500000,1400000,6,1100000,0,1900000,500000,0,2.8,3500000,2.5,0,0
3,1,0,8900000,19100000,6,2300000,16500000,29900000,10400000,1,2.146067415730337,59100000,3.094240837696335,2,2
2,0,1,7800000,27200000,18,6000000,6000000,26400000,4300000,1,3.4871794871794872,42700000,1.5698529411764706,1,1
5,0,1,9800000,27800000,6,2400000,14900000,32800000,9500000,1,2.836734693877551,59600000,2.143884892086331,2,2
0,1,0,5200000,19000000,14,11900000,500000,19400000,4400000,1,3.6538461538461537,36200000,1.9052631578947368,1,1
4,1,0,7400000,19400000,16,16400000,14200000,23500000,6500000,1,2.621621621621621,60600000,3.1237113402061856,2,2
3,1,1,1200000,3300000,6,700000,900000,2900000,1400000,1,2.75,5900000,1.7878787878787878,2,0
1,0,1,1000000,3200000,2,100000,200000,3300000,900000,1,3.2,4500000,1.40625,2,0
3,1,1,9500000,32500000,14,2800000,14300000,36000000,4700000,1,3.421052631578948,57800000,1.7784615384615383,1,2
3,0,0,4500000,11700000,18,8700000,2800000,12700000,4500000,1,2.6,28700000,2.452991452991453,2,1
2,1,0,4900000,16000000,12,8700000,7100000,10000000,5700000,1,3.26530612244898,31500000,1.96875,2,1
3,0,1,700000,2500000,8,1900000,1200000,1700000,400000,0,3.571428571428572,5200000,2.08,0,0
0,1,0,9400000,28300000,20,22500000,14800000,30800000,10100000,1,3.0106382978723403,78200000,2.7632508833922262,2,2
3,0,1,8300000,31400000,6,1000000,1600000,17200000,6100000,0,3.783132530120482,25900000,0.8248407643312102,1,1
4,1,1,5600000,13000000,4,10500000,9100000,11400000,6400000,1,2.321428571428572,37400000,2.876923076923077,2,1
5,0,1,4400000,12300000,8,2400000,500000,12900000,6300000,1,2.7954545454545454,22100000,1.7967479674796747,1,1
3,1,0,2100000,5400000,8,5200000,3700000,6200000,1000000,1,2.571428571428572,16100000,2.9814814814814814,2,0
1,0,1,4400000,10600000,4,6600000,7700000,15100000,5000000,0,2.409090909090909,34400000,3.2452830188679247,0,1
0,0,0,6300000,19600000,6,15900000,10400000,13300000,5900000,0,3.111111111111111,45500000,2.321428571428572,0,2
4,1,0,9900000,30000000,18,10400000,8000000,29300000,13800000,0,3.0303030303030303,61500000,2.05,0,2
3,0,0,700000,1600000,20,600000,900000,2300000,700000,1,2.2857142857142856,4500000,2.8125,2,0
4,0,0,3600000,12400000,14,10400000,2400000,9100000,2600000,0,3.4444444444444446,24500000,1.9758064516129032,0,1
1,0,1,5600000,21000000,2,3200000,6300000,22100000,6100000,1,3.75,37700000,1.7952380952380953,1,1
3,0,1,1000000,3700000,8,3000000,1300000,4000000,1300000,1,3.7,9600000,2.5945945945945947,2,0
5,1,1,6400000,15600000,8,14200000,2900000,20400000,8000000,1,2.4375,45500000,2.9166666666666665,1,1
0,0,0,8900000,19100000,2,8300000,15000000,19000000,8800000,1,2.146067415730337,51100000,2.675392670157068,2,2
4,1,0,9900000,26100000,2,14500000,5000000,23600000,9300000,0,2.636363636363636,52400000,2.007662835249042,0,2
2,1,1,4000000,8600000,4,10200000,2700000,14300000,2400000,1,2.15,29600000,3.441860465116279,2,1
0,0,1,7300000,25700000,10,14000000,3100000,29000000,6000000,1,3.5205479452054798,52100000,2.027237354085603,1,2
1,0,0,8100000,25400000,6,4500000,13200000,23200000,4400000,0,3.135802469135802,45300000,1.7834645669291338,0,2
4,1,1,6800000,22100000,4,3700000,4600000,18900000,9200000,1,3.25,36400000,1.6470588235294117,0,1
0,0,1,2600000,8200000,8,6000000,4900000,7500000,2000000,1,3.1538461538461537,20400000,2.4878048780487805,1,0
5,0,1,300000,1100000,20,600000,400000,700000,200000,1,3.6666666666666665,1900000,1.7272727272727273,1,0
2,1,1,2400000,7500000,4,3100000,700000,5600000,2400000,1,3.125,11800000,1.5733333333333333,2,0
0,0,0,6000000,20600000,12,3400000,10700000,17200000,8200000,0,3.433333333333333,39500000,1.91747572815534,0,1
4,1,1,3800000,11100000,16,11300000,7400000,11700000,4700000,1,2.921052631578948,35100000,3.1621621621621623,2,1
0,1,1,7000000,22100000,14,10000000,6400000,26100000,5800000,0,3.157142857142857,48300000,2.18552036199095,0,2
0,1,1,5400000,12900000,16,11200000,3100000,18200000,7400000,0,2.388888888888889,39900000,3.0930232558139537,0,1
1,0,0,6400000,16400000,6,12400000,10900000,23900000,8900000,0,2.5625,56100000,3.4207317073170733,0,2
5,0,1,7000000,24000000,14,10300000,5700000,21100000,4700000,0,3.4285714285714284,41800000,1.7416666666666667,0,1
2,0,1,2100000,4600000,4,5400000,0,7400000,1400000,0,2.1904761904761907,14200000,3.0869565217391304,0,0
4,0,1,4400000,15000000,12,5700000,800000,11400000,2400000,0,3.409090909090909,20300000,1.3533333333333333,0,1
0,0,0,8000000,31000000,8,4900000,9500000,29600000,5700000,1,3.875,49700000,1.603225806451613,2,2
2,0,1,3900000,8300000,18,800000,300000,9900000,2300000,0,2.128205128205128,13300000,1.6024096385542168,1,0
0,1,0,4700000,15200000,10,11100000,8000000,9600000,3200000,1,3.234042553191489,31900000,2.098684210526316,2,1
0,1,0,6800000,21200000,14,0,8700000,16500000,10000000,0,3.117647058823529,35200000,1.660377358490566,0,1
