no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets,asset_to_loan_ratio,cibil_category
5,0,1,2100000,6500000,10,796,2400000,2800000,7300000,2700000,1,3.0952380952380953,15200000,2.3384615384615386,2
2,0,1,6000000,19900000,8,486,12100000,8100000,20100000,6600000,0,3.316666666666667,46900000,2.35678391959799,0
0,0,1,8300000,16800000,18,422,8000000,10600000,23300000,11400000,0,2.0240963855421685,53300000,3.1726190476190474,0
1,0,1,5300000,18500000,6,501,6700000,8600000,16600000,4300000,0,3.490566037735849,36200000,1.9567567567567568,1
1,0,1,9700000,23500000,4,666,15100000,9400000,23300000,8000000,1,2.422680412371134,55800000,2.374468085106383,1
3,0,1,8200000,16500000,18,371,19000000,1200000,18500000,8200000,0,2.0121951219512195,46900000,2.8424242424242423,0
5,1,0,3400000,6900000,14,312,1800000,400000,10300000,3800000,0,2.0294117647058822,16300000,2.36231884057971,0
5,1,0,2800000,11000000,12,753,3900000,4600000,10700000,2400000,1,3.9285714285714284,21600000,1.9636363636363636,2
0,0,1,2400000,5200000,16,740,6300000,1000000,7500000,2900000,1,2.1666666666666665,17700000,3.4038461538461537,2
1,1,0,8200000,24000000,4,366,10900000,15200000,25200000,10400000,0,2.926829268292683,61700000,2.5708333333333333,0
4,0,0,4200000,11100000,8,526,11600000,200000,16800000,4900000,0,2.642857142857143,33500000,3.018018018018018,1
4,1,1,5500000,14800000,10,354,16000000,3400000,21200000,7700000,0,2.690909090909091,48300000,3.2635135135135136,0
5,0,1,2900000,6300000,6,719,7900000,1600000,8000000,1600000,1,2.1724137931034484,19100000,3.0317460317460316,2
5,0,0,6300000,20100000,12,774,15600000,11800000,16200000,5800000,1,3.1904761904761907,49400000,2.45771144278607,2
5,0,1,9700000,29100000,18,732,4700000,7400000,35600000,12400000,1,3.0,60100000,2.0652920962199315,2
1,0,0,6500000,16000000,6,862,2000000,0,24000000,9700000,1,2.4615384615384617,35700000,2.23125,2
5,0,0,4900000,10800000,18,613,6800000,800000,14500000,5300000,1,2.204081632653061,27400000,2.537037037037037,1
5,1,1,6900000,16500000,6,447,4100000,400000,14100000,6600000,0,2.391304347826087,25200000,1.5272727272727273,0
4,0,1,1100000,3000000,4,730,300000,600000,3600000,1100000,1,2.727272727272727,5600000,1.8666666666666667,2
2,0,1,7800000,29600000,14,568,0,8600000,27000000,7200000,1,3.7948717948717947,42800000,1.445945945945946,1
2,1,1,8200000,23600000,6,495,23000000,10600000,27200000,6100000,0,2.8780487804878048,66900000,2.8347457627118646,0
5,0,1,6700000,23600000,14,854,3000000,3300000,19400000,7500000,1,3.5223880597014925,33200000,1.4067796610169492,2
3,1,1,7400000,15200000,10,548,16700000,12800000,19300000,4800000,0,2.054054054054054,53600000,3.526315789473684,1
1,0,0,1200000,2700000,14,779,600000,2200000,2400000,600000,1,2.25,5800000,2.1481481481481484,2
0,0,0,9500000,24800000,2,564,17400000,16000000,19600000,12000000,1,2.610526315789474,65000000,2.620967741935484,1
5,0,1,4000000,8200000,2,571,3500000,7700000,9500000,4400000,1,2.05,25100000,3.0609756097560976,1
0,0,1,8600000,32600000,8,778,21500000,14100000,33600000,11000000,1,3.7906976744186047,80200000,2.460122699386503,2
4,1,1,9100000,28400000,12,808,25800000,11800000,19300000,9700000,1,3.120879120879121,66600000,2.3450704225352115,2
0,0,1,7100000,18600000,20,770,19200000,13100000,23100000,5100000,1,2.619718309859155,60500000,3.252688172043011,2
0,0,0,9000000,28400000,4,612,0,7200000,26900000,13200000,1,3.1555555555555554,47300000,1.6654929577464788,1
3,1,1,1400000,2700000,14,819,1200000,1500000,4000000,1300000,1,1.9285714285714286,8000000,2.962962962962963,2
1,1,0,8800000,20200000,6,627,24200000,16100000,17600000,11900000,1,2.2954545454545454,69800000,3.4554455445544554,1
3,0,1,5400000,14700000,4,359,12300000,9900000,15100000,6100000,0,2.7222222222222223,43400000,2.9523809523809526,0
1,1,0,6100000,19100000,6,341,5700000,5900000,12400000,6300000,0,3.1311475409836067,30300000,1.5863874345549738,0
1,1,0,1000000,3600000,4,570,1000000,1300000,3700000,1000000,1,3.6,7000000,1.9444444444444444,1
3,1,1,7700000,18100000,20,736,7800000,14500000,29100000,10000000,1,2.3506493506493507,61400000,3.3922651933701657,2
1,1,1,6100000,12900000,2,302,8900000,7500000,15600000,7200000,0,2.1147540983606556,39200000,3.0387596899224807,0
2,0,1,7700000,21000000,12,420,16100000,4300000,27400000,10500000,0,2.727272727272727,58300000,2.776190476190476,0
4,1,1,4700000,12000000,2,416,5800000,8200000,13000000,6800000,0,2.5531914893617023,33800000,2.816666666666667,0
2,1,1,9100000,34800000,20,836,21300000,10900000,30600000,9900000,1,3.8241758241758244,72700000,2.089080459770115,2
0,1,1,5800000,12700000,12,528,8400000,7300000,19600000,7600000,0,2.189655172413793,42900000,3.377952755905512,1
4,0,0,8500000,24900000,2,405,1900000,400000,21700000,11400000,0,2.929411764705882,35400000,1.4216867469879517,0
2,1,1,9900000,33400000,14,783,16600000,16100000,21000000,9500000,1,3.3737373737373737,63200000,1.8922155688622755,2
4,0,1,2000000,4000000,10,636,2100000,0,4000000,1700000,1,2.0,7800000,1.95,1
1,0,1,5000000,16800000,6,711,6300000,7600000,16000000,3200000,1,3.36,33100000,1.9702380952380953,2
1,1,1,3200000,11800000,16,848,5500000,3200000,7500000,2300000,1,3.6875,18500000,1.5677966101694916,2
1,0,1,8000000,27800000,8,804,7900000,1600000,27100000,11800000,1,3.475,48400000,1.7410071942446044,2
0,0,1,1200000,2800000,14,892,3200000,100000,3300000,1700000,1,2.3333333333333335,8300000,2.9642857142857144,2
2,0,1,5800000,22800000,14,696,12100000,200000,20800000,4800000,1,3.9310344827586206,37900000,1.662280701754386,1
1,1,0,2500000,7600000,20,888,7400000,4200000,6400000,1900000,1,3.04,19900000,2.6184210526315788,2
1,0,1,600000,1400000,10,699,400000,500000,1300000,800000,1,2.3333333333333335,3000000,2.142857142857143,1
5,1,0,4900000,13000000,10,865,13300000,3700000,14700000,6500000,1,2.6530612244897958,38200000,2.9384615384615387,2
2,1,1,9400000,37300000,14,383,7800000,15900000,27100000,7700000,0,3.9680851063829787,58500000,1.5683646112600536,0
2,1,0,5300000,19300000,16,368,14700000,400000,11600000,3700000,0,3.641509433962264,30400000,1.5751295336787565,0
5,0,0,5100000,15800000,4,607,6000000,7700000,12600000,7000000,1,3.0980392156862746,33300000,2.107594936708861,1
4,0,1,2900000,8900000,18,827,400000,3400000,11200000,1600000,1,3.0689655172413794,16600000,1.8651685393258426,2
1,1,0,9100000,34000000,12,672,8600000,1600000,32700000,8800000,1,3.7362637362637363,51700000,1.5205882352941176,1
3,0,1,8800000,26700000,12,708,16000000,15300000,26900000,9600000,1,3.034090909090909,67800000,2.539325842696629,2
4,0,0,2600000,8800000,10,682,4500000,4700000,10300000,1600000,1,3.3846153846153846,21100000,2.397727272727273,1
1,1,1,9700000,25500000,18,741,21900000,6200000,34800000,4900000,1,2.6288659793814433,67800000,2.6588235294117646,2
5,0,1,600000,1200000,8,343,100000,700000,1600000,600000,0,2.0,3000000,2.5,0
0,1,1,4100000,11100000,16,785,6800000,5300000,8500000,4800000,1,2.707317073170732,25400000,2.2882882882882885,2
1,0,1,8000000,28000000,20,830,22400000,12600000,25600000,10600000,1,3.5,71200000,2.5428571428571427,2
2,1,0,8800000,26700000,16,696,12900000,15300000,20300000,10900000,1,3.034090909090909,59400000,2.2247191011235956,1
1,1,0,200000,300000,12,697,600000,300000,700000,100000,1,1.5,1700000,5.666666666666667,1
0,1,1,3800000,11700000,2,351,100000,6700000,12500000,3100000,1,3.0789473684210527,22400000,1.9145299145299146,0
3,1,0,6800000,21800000,10,556,16400000,9300000,19100000,5400000,1,3.2058823529411766,50200000,2.302752293577982,1
0,1,0,8600000,31800000,2,895,22600000,15900000,19600000,5100000,1,3.697674418604651,63200000,1.9874213836477987,2
2,1,1,2800000,8400000,10,534,8300000,4800000,10600000,1500000,0,3.0,25200000,3.0,1
0,1,0,8000000,29800000,12,736,600000,15700000,30800000,8400000,1,3.725,55500000,1.8624161073825503,2
2,1,1,2300000,5500000,16,629,4600000,2900000,7000000,1900000,1,2.391304347826087,16400000,2.981818181818182,1
4,1,1,7600000,16200000,20,657,1900000,9300000,28500000,5500000,1,2.1315789473684212,45200000,2.7901234567901234,1
2,1,0,2900000,11300000,12,839,700000,5100000,8100000,2600000,1,3.896551724137931,16500000,1.4601769911504425,2
4,0,0,7900000,25700000,18,589,4300000,300000,25300000,9800000,1,3.2531645569620253,39700000,1.5447470817120623,1
2,0,0,1900000,4500000,6,805,2200000,3100000,4800000,2300000,1,2.3684210526315788,12400000,2.7555555555555555,2
3,0,1,4600000,13600000,20,729,1300000,8900000,17200000,5900000,1,2.9565217391304346,33300000,2.448529411764706,2
1,0,0,2600000,7700000,6,399,3700000,4300000,8900000,3500000,0,2.9615384615384617,20400000,2.6493506493506493,0
2,0,0,2700000,6700000,8,413,7600000,800000,9200000,2300000,0,2.4814814814814814,19900000,2.970149253731343,0
5,1,1,6300000,13200000,16,321,6700000,4000000,15200000,7100000,0,2.0952380952380953,33000000,2.5,0
0,1,1,2600000,7500000,2,853,4200000,3900000,9600000,1400000,1,2.8846153846153846,19100000,2.546666666666667,2
4,0,1,7700000,23400000,6,400,3900000,3400000,20800000,10700000,0,3.038961038961039,38800000,1.6581196581196582,0
0,1,1,7400000,16300000,16,630,11200000,13200000,28400000,5300000,1,2.2027027027027026,58100000,3.5644171779141103,1
3,1,1,7300000,21600000,20,557,1900000,3800000,26400000,9300000,1,2.958904109589041,41400000,1.9166666666666667,1
1,1,0,2900000,7600000,2,358,800000,700000,10100000,2100000,0,2.6206896551724137,13700000,1.8026315789473684,0
3,1,1,6600000,16000000,10,510,1200000,4800000,13300000,6300000,0,2.4242424242424243,25600000,1.6,1
2,1,1,2700000,9600000,14,554,5800000,200000,10200000,1900000,1,3.5555555555555554,18100000,1.8854166666666667,1
3,1,1,8300000,27700000,4,596,20500000,15400000,21400000,7400000,1,3.3373493975903616,64700000,2.335740072202166,1
0,1,0,4900000,18500000,8,659,8800000,1700000,14700000,4900000,1,3.7755102040816326,30100000,1.627027027027027,1
4,1,1,7900000,30700000,10,322,10600000,13200000,30300000,6300000,0,3.8860759493670884,60400000,1.9674267100977199,0
5,1,1,8800000,21300000,14,852,8000000,6400000,28500000,9900000,1,2.4204545454545454,52800000,2.4788732394366195,2
5,0,0,4000000,14100000,18,653,5800000,4100000,9400000,5400000,1,3.525,24700000,1.75177304964539,1
4,1,1,3900000,9200000,12,737,2800000,2300000,12300000,5200000,1,2.358974358974359,22600000,2.4565217391304346,2
3,1,1,7700000,18900000,2,583,9300000,3000000,16700000,9300000,1,2.4545454545454546,38300000,2.0264550264550265,1
1,1,1,3800000,10000000,16,873,5100000,2800000,10300000,4000000,1,2.6315789473684212,22200000,2.22,2
5,1,0,8000000,27000000,20,595,4500000,5200000,24800000,10400000,1,3.375,44900000,1.662962962962963,1
5,1,1,3400000,11300000,20,871,6500000,3900000,9700000,2400000,1,3.323529411764706,22500000,1.991150442477876,2
5,1,1,5500000,18800000,12,603,3300000,700000,21000000,5000000,1,3.418181818181818,30000000,1.5957446808510638,1
0,0,0,7700000,29300000,14,801,6200000,11800000,23400000,4700000,1,3.8051948051948052,46100000,1.5733788395904438,2
5,1,0,4000000,9400000,4,723,200000,0,12100000,2000000,1,2.35,14300000,1.5212765957446808,2
5,0,1,5900000,22600000,18,630,2300000,4200000,16500000,6800000,1,3.830508474576271,29800000,1.3185840707964602,1
0,0,1,2600000,9900000,20,368,3600000,1500000,5200000,2000000,0,3.8076923076923075,12300000,1.2424242424242424,0
3,1,0,6600000,22200000,12,759,8900000,2200000,18700000,8500000,1,3.3636363636363638,38300000,1.7252252252252251,2
0,0,1,1000000,3000000,18,382,2200000,700000,3500000,900000,0,3.0,7300000,2.433333333333333,0
4,0,1,800000,2800000,16,645,900000,1400000,2300000,600000,1,3.5,5200000,1.8571428571428572,1
0,1,0,3200000,6300000,6,878,6700000,5200000,8100000,3600000,1,1.96875,23600000,3.746031746031746,2
4,1,0,8400000,23400000,12,350,18700000,9100000,27500000,6700000,0,2.7857142857142856,62000000,2.6495726495726495,0
3,1,1,5800000,17600000,6,720,4900000,4200000,18800000,6600000,1,3.0344827586206895,34500000,1.9602272727272727,2
0,0,1,7300000,28100000,10,673,13700000,1200000,16300000,8900000,1,3.8493150684931505,40100000,1.4270462633451957,1
1,1,0,3900000,8000000,6,448,100000,1900000,9800000,4000000,0,2.051282051282051,15800000,1.975,0
2,0,1,4600000,16000000,4,720,0,4000000,12300000,4200000,1,3.4782608695652173,20500000,1.28125,2
0,1,0,3600000,12300000,2,300,5200000,3000000,14300000,5400000,1,3.4166666666666665,27900000,2.268292682926829,0
4,1,0,7500000,28700000,20,520,4600000,3500000,15200000,5700000,0,3.8266666666666667,29000000,1.0104529616724738,1
1,1,0,5200000,15000000,12,794,3200000,7200000,16500000,5100000,1,2.8846153846153846,32000000,2.1333333333333333,2
3,1,1,4400000,10000000,8,875,5900000,5200000,11700000,4100000,1,2.272727272727273,26900000,2.69,2
1,0,1,5100000,12900000,14,533,6700000,6700000,14400000,3900000,0,2.5294117647058822,31700000,2.4573643410852712,1
0,1,0,6000000,23600000,6,776,13800000,2700000,23400000,8800000,1,3.933333333333333,48700000,2.0635593220338984,2
2,1,0,3800000,11400000,6,706,1000000,4000000,12100000,2800000,1,3.0,19900000,1.7456140350877194,2
3,1,0,2800000,10900000,2,710,600000,2400000,5600000,3600000,1,3.892857142857143,12200000,1.1192660550458715,2
5,1,1,6500000,18300000,4,333,8100000,400000,21700000,7000000,0,2.8153846153846156,37200000,2.0327868852459017,0
2,0,1,1600000,6400000,4,787,1000000,300000,5500000,1100000,1,4.0,7900000,1.234375,2
4,1,0,5500000,18600000,12,569,13500000,6200000,19700000,7300000,1,3.381818181818182,46700000,2.510752688172043,1
0,1,1,9600000,20100000,16,427,7200000,2300000,34500000,7400000,0,2.09375,51400000,2.557213930348259,0
0,1,0,7000000,27800000,16,640,11500000,3700000,16000000,8200000,1,3.9714285714285715,39400000,1.4172661870503598,1
2,0,0,4000000,8100000,16,312,3500000,2100000,15100000,3100000,0,2.025,23800000,2.9382716049382718,0
1,0,1,8100000,30900000,12,464,13600000,9800000,17900000,7500000,0,3.814814814814815,48800000,1.5792880258899675,0
2,0,1,6600000,22800000,8,490,6100000,10000000,18000000,6400000,0,3.4545454545454546,40500000,1.7763157894736843,0
5,1,0,4100000,10200000,12,431,6200000,2200000,13700000,4300000,0,2.4878048780487805,26400000,2.588235294117647,0
1,1,0,6600000,24800000,4,500,8600000,4100000,16700000,6100000,1,3.757575757575758,35500000,1.4314516129032258,0
4,1,0,5100000,12200000,14,511,2700000,6000000,18300000,3400000,0,2.392156862745098,30400000,2.4918032786885247,1
4,1,0,8200000,25200000,18,691,5800000,8900000,28500000,10500000,1,3.073170731707317,53700000,2.130952380952381,1
1,0,1,9500000,24400000,14,696,25500000,6700000,29500000,6300000,1,2.568421052631579,68000000,2.7868852459016393,1
0,0,1,7600000,27600000,2,437,10000000,11200000,27600000,6800000,1,3.6315789473684212,55600000,2.0144927536231885,0
2,0,1,8400000,20800000,12,335,6700000,12300000,18500000,10100000,0,2.4761904761904763,47600000,2.2884615384615383,0
4,1,0,7600000,25100000,4,671,4600000,13200000,27400000,4300000,1,3.3026315789473686,49500000,1.9721115537848606,1
4,0,1,1400000,3700000,12,621,3100000,900000,5100000,1800000,1,2.642857142857143,10900000,2.945945945945946,1
4,0,1,2700000,6800000,10,455,4700000,2600000,7400000,2700000,0,2.5185185185185186,17400000,2.5588235294117645,0
1,1,1,200000,500000,10,856,500000,200000,500000,200000,1,2.5,1400000,2.8,2
3,1,0,600000,2100000,16,892,700000,400000,2400000,500000,1,3.5,4000000,1.9047619047619047,2
4,1,0,5200000,12900000,16,819,3400000,4100000,16800000,7500000,1,2.480769230769231,31800000,2.4651162790697674,2
0,0,1,5100000,11600000,10,308,8700000,1300000,10700000,7000000,0,2.2745098039215685,27700000,2.3879310344827585,0
4,1,1,9200000,18600000,2,889,26900000,4200000,33300000,9700000,1,2.0217391304347827,74100000,3.9838709677419355,2
5,0,0,6500000,23200000,18,713,6700000,1400000,13400000,7200000,1,3.5692307692307694,28700000,1.2370689655172413,2
0,1,0,8500000,21000000,6,665,3600000,9600000,27500000,11300000,1,2.4705882352941178,52000000,2.4761904761904763,1
4,0,0,2000000,6000000,12,837,1300000,1900000,6300000,2300000,1,3.0,11800000,1.9666666666666666,2
4,0,1,7500000,18000000,20,395,200000,12800000,23500000,9700000,0,2.4,46200000,2.566666666666667,0
0,1,1,7500000,28900000,10,632,21700000,10700000,24700000,9900000,1,3.8533333333333335,67000000,2.3183391003460208,1
2,0,0,2000000,4300000,16,497,5100000,200000,5700000,2800000,0,2.15,13800000,3.2093023255813953,0
3,1,1,1400000,2700000,14,694,3800000,200000,3600000,1700000,1,1.9285714285714286,9300000,3.4444444444444446,1
1,0,1,1700000,5600000,2,882,3100000,2600000,6700000,1600000,1,3.2941176470588234,14000000,2.5,2
2,1,1,5300000,14900000,6,504,10600000,2100000,17000000,3200000,0,2.811320754716981,32900000,2.208053691275168,1
4,0,0,8900000,30100000,2,747,20600000,12900000,20700000,10300000,1,3.3820224719101124,64500000,2.142857142857143,2
3,1,0,9700000,35300000,4,462,11500000,9500000,33700000,7200000,1,3.6391752577319587,61900000,1.753541076487252,0
5,1,0,9000000,25900000,4,538,11100000,11100000,31300000,8100000,0,2.8777777777777778,61600000,2.3783783783783785,1
2,0,1,8500000,30900000,6,664,5700000,9900000,19800000,7400000,1,3.635294117647059,42800000,1.3851132686084142,1
1,0,0,3500000,10900000,4,524,8800000,6200000,13600000,2800000,1,3.1142857142857143,31400000,2.8807339449541285,1
1,0,0,500000,1400000,6,464,1100000,0,1900000,500000,0,2.8,3500000,2.5,0
3,1,0,8900000,19100000,6,807,2300000,16500000,29900000,10400000,1,2.146067415730337,59100000,3.094240837696335,2
2,0,1,7800000,27200000,18,622,6000000,6000000,26400000,4300000,1,3.4871794871794872,42700000,1.5698529411764706,1
5,0,1,9800000,27800000,6,827,2400000,14900000,32800000,9500000,1,2.836734693877551,59600000,2.143884892086331,2
0,1,0,5200000,19000000,14,687,11900000,500000,19400000,4400000,1,3.6538461538461537,36200000,1.9052631578947368,1
4,1,0,7400000,19400000,16,835,16400000,14200000,23500000,6500000,1,2.6216216216216215,60600000,3.1237113402061856,2
3,1,1,1200000,3300000,6,772,700000,900000,2900000,1400000,1,2.75,5900000,1.7878787878787878,2
1,0,1,1000000,3200000,2,710,100000,200000,3300000,900000,1,3.2,4500000,1.40625,2
3,1,1,9500000,32500000,14,581,2800000,14300000,36000000,4700000,1,3.4210526315789473,57800000,1.7784615384615385,1
3,0,0,4500000,11700000,18,775,8700000,2800000,12700000,4500000,1,2.6,28700000,2.452991452991453,2
2,1,0,4900000,16000000,12,710,8700000,7100000,10000000,5700000,1,3.2653061224489797,31500000,1.96875,2
3,0,1,700000,2500000,8,321,1900000,1200000,1700000,400000,0,3.5714285714285716,5200000,2.08,0
0,1,0,9400000,28300000,20,761,22500000,14800000,30800000,10100000,1,3.0106382978723403,78200000,2.7632508833922262,2
3,0,1,8300000,31400000,6,674,1000000,1600000,17200000,6100000,0,3.783132530120482,25900000,0.8248407643312102,1
4,1,1,5600000,13000000,4,899,10500000,9100000,11400000,6400000,1,2.3214285714285716,37400000,2.876923076923077,2
5,0,1,4400000,12300000,8,567,2400000,500000,12900000,6300000,1,2.7954545454545454,22100000,1.7967479674796747,1
3,1,0,2100000,5400000,8,771,5200000,3700000,6200000,1000000,1,2.5714285714285716,16100000,2.9814814814814814,2
1,0,1,4400000,10600000,4,360,6600000,7700000,15100000,5000000,0,2.409090909090909,34400000,3.2452830188679247,0
0,0,0,6300000,19600000,6,425,15900000,10400000,13300000,5900000,0,3.111111111111111,45500000,2.3214285714285716,0
4,1,0,9900000,30000000,18,496,10400000,8000000,29300000,13800000,0,3.0303030303030303,61500000,2.05,0
3,0,0,700000,1600000,20,705,600000,900000,2300000,700000,1,2.2857142857142856,4500000,2.8125,2
4,0,0,3600000,12400000,14,427,10400000,2400000,9100000,2600000,0,3.4444444444444446,24500000,1.9758064516129032,0
