no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets,asset_to_loan_ratio,cibil_category
5,0,0,7400000,18000000,2,5300000,9400000,19900000,5300000,1,2.4324324324324325,39900000,2.216666666666667,2
5,0,1,5900000,16000000,6,15900000,5000000,12300000,3100000,1,2.711864406779661,36300000,2.26875,2
2,0,0,1400000,2900000,12,600000,1600000,5500000,1300000,0,2.0714285714285716,9000000,3.103448275862069,0
2,1,1,1800000,5500000,6,2900000,300000,5600000,1300000,0,3.0555555555555554,10100000,1.8363636363636364,0
0,1,1,1000000,3100000,6,1900000,1700000,2800000,1400000,0,3.1,7800000,2.5161290322580645,1
1,1,0,7400000,19200000,20,2200000,4800000,29200000,7000000,0,2.5945945945945947,43200000,2.25,0
5,1,0,2700000,10600000,16,800000,2900000,9700000,2400000,0,3.925925925925926,15800000,1.490566037735849,0
1,0,1,3600000,13100000,8,2900000,100000,9900000,2700000,0,3.638888888888889,15600000,1.1908396946564885,1
5,1,0,7000000,18400000,12,4700000,11900000,17000000,3800000,0,2.6285714285714286,37400000,2.032608695652174,1
4,0,1,5000000,18000000,14,5300000,5600000,12800000,3300000,0,3.6,27000000,1.5,0
2,1,0,1800000,5700000,14,1400000,1100000,4400000,1300000,0,3.1666666666666665,8200000,1.4385964912280702,1
2,1,1,4700000,12000000,6,3400000,3800000,18000000,2300000,0,2.5531914893617023,27500000,2.2916666666666665,1
2,0,1,6700000,23100000,4,14400000,7100000,24300000,10000000,1,3.4477611940298507,55800000,2.4155844155844157,0
5,0,0,5800000,17500000,10,5800000,1900000,12400000,3100000,1,3.0172413793103448,23200000,1.3257142857142856,2
0,1,1,5900000,22700000,18,13400000,6300000,14500000,4000000,1,3.847457627118644,38200000,1.6828193832599119,2
4,0,0,6000000,15800000,18,6800000,4800000,13200000,6400000,1,2.6333333333333333,31200000,1.9746835443037976,1
1,0,1,700000,1400000,10,700000,1100000,1600000,900000,0,2.0,4300000,3.0714285714285716,1
0,0,1,3700000,13100000,14,10600000,6800000,9200000,4900000,0,3.5405405405405403,31500000,2.404580152671756,0
0,1,1,7100000,19300000,6,3900000,4800000,21800000,5000000,1,2.7183098591549295,35500000,1.839378238341969,2
5,1,1,1100000,3900000,2,400000,1300000,4300000,1600000,1,3.5454545454545454,7600000,1.9487179487179487,1
3,0,1,9500000,20100000,2,16800000,800000,32700000,11000000,0,2.1157894736842104,61300000,3.0497512437810945,1
4,0,1,2200000,8600000,2,1400000,3000000,4700000,2100000,1,3.909090909090909,11200000,1.302325581395349,0
4,0,1,5500000,20000000,8,3800000,4700000,18000000,7900000,1,3.6363636363636362,34400000,1.72,1
3,0,1,4400000,16300000,20,5500000,8000000,12000000,4000000,1,3.7045454545454546,29500000,1.8098159509202454,1
5,0,0,5000000,10800000,10,12300000,5000000,14100000,6300000,0,2.16,37700000,3.490740740740741,0
4,0,1,6100000,12500000,14,11300000,1500000,21900000,6800000,1,2.0491803278688523,41500000,3.32,2
3,0,0,8100000,22300000,10,20400000,8700000,19200000,6200000,1,2.753086419753086,54500000,2.4439461883408073,1
4,1,1,7000000,19600000,8,17600000,2600000,24300000,4500000,1,2.8,49000000,2.5,2
4,0,0,5600000,14800000,20,9600000,9200000,11600000,6500000,1,2.642857142857143,36900000,2.4932432432432434,1
4,1,0,1800000,7000000,14,2600000,1000000,4500000,1500000,1,3.888888888888889,9600000,1.3714285714285714,2
2,1,0,3600000,12100000,14,10100000,4200000,13000000,5400000,0,3.361111111111111,32700000,2.7024793388429753,0
5,1,0,600000,1300000,14,1000000,300000,1600000,900000,0,2.1666666666666665,3800000,2.923076923076923,0
1,1,1,4900000,16500000,12,7500000,1400000,10300000,7200000,0,3.36734693877551,26400000,1.6,0
3,1,1,3000000,7100000,6,2000000,5700000,9500000,2500000,0,2.3666666666666667,19700000,2.7746478873239435,0
0,0,1,3800000,10600000,12,3300000,6500000,14400000,3100000,0,2.789473684210526,27300000,2.5754716981132075,0
1,1,1,7600000,30000000,16,13300000,3600000,17200000,10800000,1,3.9473684210526314,44900000,1.4966666666666666,2
4,1,0,7800000,25400000,18,3000000,14000000,30500000,7200000,0,3.2564102564102564,54700000,2.1535433070866143,0
0,1,0,6800000,21700000,20,17500000,1300000,18600000,3600000,1,3.1911764705882355,41000000,1.8894009216589862,2
4,1,1,5900000,17300000,20,1500000,5600000,13000000,4100000,1,2.9322033898305087,24200000,1.3988439306358382,1
2,0,0,4900000,16800000,10,2200000,8900000,12600000,2700000,0,3.4285714285714284,26400000,1.5714285714285714,0
3,0,1,1100000,3100000,16,1300000,100000,3000000,1600000,0,2.8181818181818183,6000000,1.935483870967742,0
1,0,1,9800000,36000000,12,28000000,4100000,29800000,11200000,1,3.673469387755102,73100000,2.0305555555555554,1
1,1,1,1200000,4700000,2,1100000,300000,4200000,800000,1,3.9166666666666665,6400000,1.3617021276595744,1
0,0,0,4700000,11500000,18,7500000,0,18700000,2600000,1,2.4468085106382977,28800000,2.5043478260869567,1
4,1,0,6700000,16000000,4,0,13000000,20700000,5200000,1,2.388059701492537,38900000,2.43125,2
0,0,1,3700000,11300000,6,6200000,400000,10400000,5400000,0,3.054054054054054,22400000,1.9823008849557522,1
2,1,0,7400000,16000000,20,16700000,5500000,26800000,4300000,0,2.1621621621621623,53300000,3.33125,0
2,0,0,3300000,11700000,14,4000000,6300000,8300000,1700000,0,3.5454545454545454,20300000,1.735042735042735,0
2,1,1,4800000,15300000,12,3300000,4000000,12000000,4300000,0,3.1875,23600000,1.542483660130719,1
4,1,1,4600000,11900000,6,11200000,8200000,17500000,5200000,1,2.5869565217391304,42100000,3.53781512605042,2
1,1,1,8000000,30600000,14,12700000,13100000,23900000,6800000,0,3.825,56500000,1.84640522875817,0
0,0,0,4100000,8800000,18,10900000,6400000,8600000,3500000,0,2.1463414634146343,29400000,3.340909090909091,0
4,0,0,2600000,7200000,16,1300000,1000000,5800000,1400000,1,2.769230769230769,9500000,1.3194444444444444,1
3,0,0,1300000,5000000,6,2700000,2000000,4100000,900000,1,3.8461538461538463,9700000,1.94,1
0,1,1,2300000,4900000,12,3300000,2400000,4700000,3200000,0,2.130434782608696,13600000,2.7755102040816326,0
5,1,0,300000,900000,6,800000,300000,700000,400000,0,3.0,2200000,2.4444444444444446,0
0,1,1,7000000,21700000,20,6600000,5500000,14700000,3900000,0,3.1,30700000,1.4147465437788018,0
3,0,1,4400000,10900000,18,8600000,6300000,8800000,3000000,1,2.477272727272727,26700000,2.44954128440367,1
5,0,1,5100000,11800000,6,7600000,400000,10500000,4400000,1,2.3137254901960786,22900000,1.9406779661016949,2
1,0,0,5900000,13000000,6,10800000,11600000,13100000,6600000,1,2.2033898305084745,42100000,3.2384615384615385,2
3,1,1,7800000,27200000,16,3600000,8100000,21800000,8600000,1,3.4871794871794872,42100000,1.5477941176470589,1
4,1,1,2200000,5100000,6,3200000,2600000,6600000,3100000,0,2.3181818181818183,15500000,3.0392156862745097,0
4,0,0,5400000,12600000,18,300000,2500000,21000000,6600000,1,2.3333333333333335,30400000,2.4126984126984126,2
1,0,0,7400000,29100000,8,12100000,4800000,16300000,7000000,1,3.9324324324324325,40200000,1.3814432989690721,1
4,1,0,5800000,12000000,12,9400000,8800000,14200000,3100000,1,2.0689655172413794,35500000,2.9583333333333335,2
1,1,1,5800000,13000000,12,11300000,8400000,12000000,3900000,1,2.2413793103448274,35600000,2.7384615384615385,2
3,0,1,4800000,14200000,12,3200000,200000,14000000,3000000,0,2.9583333333333335,20400000,1.4366197183098592,0
1,0,1,7400000,23900000,4,20800000,10900000,26100000,5600000,1,3.22972972972973,63400000,2.6527196652719667,1
0,0,1,9600000,19600000,12,21500000,700000,37600000,10900000,0,2.0416666666666665,70700000,3.607142857142857,0
2,0,1,200000,500000,6,400000,0,500000,0,1,2.5,900000,1.8,2
4,0,0,700000,2100000,14,1900000,700000,2400000,1000000,1,3.0,6000000,2.857142857142857,1
2,0,0,7600000,16700000,20,9900000,9600000,25100000,7400000,1,2.1973684210526314,52000000,3.1137724550898205,1
1,0,1,1400000,3300000,18,900000,1500000,3000000,700000,0,2.357142857142857,6100000,1.8484848484848484,0
2,0,1,3800000,15000000,14,10800000,2900000,10700000,3600000,1,3.9473684210526314,28000000,1.8666666666666667,2
3,0,0,2700000,10800000,6,4400000,0,10300000,3500000,0,4.0,18200000,1.6851851851851851,0
2,0,1,5000000,10700000,2,12600000,9000000,11500000,5700000,1,2.14,38800000,3.6261682242990654,2
4,1,1,9000000,28900000,6,11300000,1200000,33000000,4800000,1,3.2111111111111112,50300000,1.740484429065744,1
3,1,0,3700000,9000000,6,9300000,400000,9900000,3600000,0,2.4324324324324325,23200000,2.577777777777778,0
4,0,1,300000,1100000,4,700000,100000,900000,100000,1,3.6666666666666665,1800000,1.6363636363636365,0
4,1,0,1800000,4100000,8,2200000,2500000,3600000,1900000,1,2.2777777777777777,10200000,2.4878048780487805,2
2,1,0,7900000,17700000,4,20900000,11800000,25600000,8400000,0,2.240506329113924,66700000,3.768361581920904,0
4,1,1,2100000,7700000,8,4300000,400000,4400000,1300000,0,3.6666666666666665,10400000,1.3506493506493507,0
0,1,1,900000,3100000,4,1700000,100000,3000000,500000,1,3.4444444444444446,5300000,1.7096774193548387,0
3,1,0,9900000,23600000,18,18300000,8600000,23000000,9100000,1,2.3838383838383836,59000000,2.5,1
0,0,1,5600000,20000000,20,7100000,500000,20000000,7600000,1,3.5714285714285716,35200000,1.76,1
1,0,1,6000000,12200000,16,8800000,2600000,20600000,2900000,1,2.033333333333333,34900000,2.860655737704918,2
5,0,0,5700000,18400000,4,12800000,4000000,17200000,4900000,1,3.2280701754385963,38900000,2.114130434782609,1
0,1,1,9000000,33100000,20,2800000,5900000,25300000,10300000,1,3.6777777777777776,44300000,1.338368580060423,2
0,1,0,7300000,16100000,2,7600000,1400000,21800000,10700000,0,2.2054794520547945,41500000,2.577639751552795,0
5,1,0,5300000,20500000,16,11200000,7100000,21100000,4100000,1,3.8679245283018866,43500000,2.1219512195121952,2
1,0,1,3500000,7400000,16,500000,6600000,9500000,2100000,1,2.1142857142857143,18700000,2.527027027027027,2
0,0,0,1000000,2200000,12,2200000,400000,3700000,1400000,0,2.2,7700000,3.5,0
0,0,0,5100000,19900000,12,1800000,7100000,18300000,5700000,1,3.9019607843137254,32900000,1.6532663316582914,2
0,1,1,2900000,9900000,8,1800000,4500000,11200000,3700000,0,3.413793103448276,21200000,2.1414141414141414,0
3,0,0,7600000,19100000,14,14800000,15000000,23500000,7300000,1,2.513157894736842,60600000,3.1727748691099475,2
5,0,1,6000000,14700000,18,15400000,9700000,13800000,3500000,0,2.45,42400000,2.8843537414965987,0
1,1,0,6300000,18200000,18,4300000,5800000,15500000,5200000,1,2.888888888888889,30800000,1.6923076923076923,2
3,0,0,1900000,7400000,18,2300000,3000000,6000000,1800000,1,3.8947368421052633,13100000,1.7702702702702702,1
4,1,0,600000,1400000,4,200000,300000,1700000,400000,0,2.3333333333333335,2600000,1.8571428571428572,1
2,0,1,4100000,11400000,14,8100000,7500000,10100000,5500000,0,2.7804878048780486,31200000,2.736842105263158,1
0,0,1,800000,3200000,8,900000,400000,3100000,800000,0,4.0,5200000,1.625,0
2,0,0,6600000,22900000,16,2500000,11000000,26300000,8500000,0,3.4696969696969697,48300000,2.109170305676856,1
4,1,1,300000,1100000,12,600000,0,800000,200000,1,3.6666666666666665,1600000,1.4545454545454546,1
3,1,0,6100000,13500000,2,15700000,4200000,16100000,3400000,1,2.2131147540983607,39400000,2.9185185185185185,2
5,0,1,4800000,17000000,10,6800000,5400000,12400000,2900000,1,3.5416666666666665,27500000,1.6176470588235294,1
4,0,0,4500000,17300000,18,200000,4200000,12000000,2500000,1,3.8444444444444446,18900000,1.092485549132948,2
2,1,0,3800000,9400000,16,8300000,500000,9200000,2300000,0,2.473684210526316,20300000,2.1595744680851063,0
2,1,1,7000000,18900000,8,13000000,13600000,20600000,5000000,1,2.7,52200000,2.761904761904762,1
2,0,0,4400000,14200000,18,6300000,7800000,10800000,2400000,1,3.227272727272727,27300000,1.9225352112676057,2
5,1,0,5300000,19400000,6,14700000,7000000,13600000,3700000,0,3.660377358490566,39000000,2.0103092783505154,1
0,0,1,2600000,5900000,6,5800000,3100000,7300000,3800000,1,2.269230769230769,20000000,3.389830508474576,1
3,0,0,3300000,13100000,2,6000000,2500000,6700000,3800000,1,3.9696969696969697,19000000,1.450381679389313,1
1,0,1,1200000,4800000,6,2900000,1700000,3200000,1300000,0,4.0,9100000,1.8958333333333333,0
3,1,0,4300000,8600000,8,9100000,5200000,15000000,5500000,1,2.0,34800000,4.046511627906977,2
0,0,1,8400000,27200000,10,2500000,6400000,20100000,7200000,0,3.238095238095238,36200000,1.3308823529411764,1
0,1,0,600000,1800000,18,1000000,700000,1200000,500000,1,3.0,3400000,1.8888888888888888,2
2,1,1,4700000,16200000,12,2300000,5400000,14800000,6700000,1,3.4468085106382977,29200000,1.8024691358024691,2
3,1,0,4200000,12500000,20,1300000,5100000,10900000,2400000,0,2.9761904761904763,19700000,1.576,0
2,1,0,4300000,14700000,2,4100000,7300000,13900000,4400000,1,3.4186046511627906,29700000,2.020408163265306,2
0,0,0,800000,2900000,2,100000,900000,2700000,1200000,1,3.625,4900000,1.6896551724137931,0
0,0,1,9300000,32000000,8,24800000,6400000,34900000,12400000,0,3.4408602150537635,78500000,2.453125,0
5,0,0,6200000,13700000,2,3300000,12300000,13900000,5500000,0,2.2096774193548385,35000000,2.5547445255474455,0
3,1,1,3500000,10200000,12,10400000,5700000,10000000,2400000,1,2.914285714285714,28500000,2.7941176470588234,1
2,1,1,3600000,9200000,18,4400000,1800000,10700000,3500000,1,2.5555555555555554,20400000,2.217391304347826,1
5,1,1,9500000,36700000,16,3500000,2200000,31600000,11400000,0,3.863157894736842,48700000,1.326975476839237,0
5,1,1,600000,1400000,10,1400000,400000,2000000,700000,1,2.3333333333333335,4500000,3.2142857142857144,2
0,0,1,3800000,14900000,6,7800000,600000,12400000,2800000,1,3.9210526315789473,23600000,1.5838926174496644,2
3,1,1,1400000,3500000,12,1200000,600000,3800000,1400000,1,2.5,7000000,2.0,1
1,0,0,6300000,23900000,4,1500000,7100000,21800000,4300000,1,3.7936507936507935,34700000,1.4518828451882846,2
1,0,1,2800000,6600000,18,4000000,4900000,7100000,3700000,1,2.357142857142857,19700000,2.984848484848485,2
4,1,1,5400000,17100000,2,13800000,5100000,12200000,4700000,1,3.1666666666666665,35800000,2.0935672514619883,1
3,0,1,6300000,23900000,16,12700000,9300000,15200000,5100000,1,3.7936507936507935,42300000,1.7698744769874477,1
3,1,1,3900000,14300000,18,10900000,7600000,13900000,4900000,1,3.6666666666666665,37300000,2.6083916083916083,2
2,1,1,4200000,15700000,2,7000000,700000,13300000,3000000,1,3.738095238095238,24000000,1.5286624203821657,0
0,1,0,3100000,8100000,18,400000,1600000,11600000,2400000,1,2.6129032258064515,16000000,1.9753086419753085,2
1,1,0,3400000,8600000,6,7700000,1000000,7800000,4400000,1,2.5294117647058822,20900000,2.4302325581395348,1
4,0,0,1500000,3100000,6,100000,2800000,3800000,1900000,1,2.066666666666667,8600000,2.774193548387097,2
3,0,1,900000,2000000,18,2300000,700000,3500000,800000,1,2.2222222222222223,7300000,3.65,2
4,1,1,7800000,25600000,4,1000000,2300000,27300000,8200000,1,3.282051282051282,38800000,1.515625,1
1,0,1,3500000,10500000,20,8300000,4000000,7600000,2100000,0,3.0,22000000,2.0952380952380953,0
1,0,0,8400000,32500000,14,20600000,5900000,17300000,12200000,1,3.869047619047619,56000000,1.7230769230769232,1
4,0,1,6400000,21300000,20,3600000,9100000,16200000,8000000,0,3.328125,36900000,1.732394366197183,0
1,0,0,9600000,28300000,6,18700000,9300000,27300000,6000000,0,2.9479166666666665,61300000,2.166077738515901,1
5,0,1,2100000,6500000,10,2400000,2800000,7300000,2700000,1,3.0952380952380953,15200000,2.3384615384615386,2
2,0,1,6000000,19900000,8,12100000,8100000,20100000,6600000,0,3.316666666666667,46900000,2.35678391959799,0
0,0,1,8300000,16800000,18,8000000,10600000,23300000,11400000,0,2.0240963855421685,53300000,3.1726190476190474,0
1,0,1,5300000,18500000,6,6700000,8600000,16600000,4300000,0,3.490566037735849,36200000,1.9567567567567568,1
1,0,1,9700000,23500000,4,15100000,9400000,23300000,8000000,1,2.422680412371134,55800000,2.374468085106383,1
3,0,1,8200000,16500000,18,19000000,1200000,18500000,8200000,0,2.0121951219512195,46900000,2.8424242424242423,0
5,1,0,3400000,6900000,14,1800000,400000,10300000,3800000,0,2.0294117647058822,16300000,2.36231884057971,0
5,1,0,2800000,11000000,12,3900000,4600000,10700000,2400000,1,3.9285714285714284,21600000,1.9636363636363636,2
0,0,1,2400000,5200000,16,6300000,1000000,7500000,2900000,1,2.1666666666666665,17700000,3.4038461538461537,2
1,1,0,8200000,24000000,4,10900000,15200000,25200000,10400000,0,2.926829268292683,61700000,2.5708333333333333,0
4,0,0,4200000,11100000,8,11600000,200000,16800000,4900000,0,2.642857142857143,33500000,3.018018018018018,1
4,1,1,5500000,14800000,10,16000000,3400000,21200000,7700000,0,2.690909090909091,48300000,3.2635135135135136,0
5,0,1,2900000,6300000,6,7900000,1600000,8000000,1600000,1,2.1724137931034484,19100000,3.0317460317460316,2
5,0,0,6300000,20100000,12,15600000,11800000,16200000,5800000,1,3.1904761904761907,49400000,2.45771144278607,2
5,0,1,9700000,29100000,18,4700000,7400000,35600000,12400000,1,3.0,60100000,2.0652920962199315,2
1,0,0,6500000,16000000,6,2000000,0,24000000,9700000,1,2.4615384615384617,35700000,2.23125,2
5,0,0,4900000,10800000,18,6800000,800000,14500000,5300000,1,2.204081632653061,27400000,2.537037037037037,1
5,1,1,6900000,16500000,6,4100000,400000,14100000,6600000,0,2.391304347826087,25200000,1.5272727272727273,0
4,0,1,1100000,3000000,4,300000,600000,3600000,1100000,1,2.727272727272727,5600000,1.8666666666666667,2
2,0,1,7800000,29600000,14,-100000,8600000,27000000,7200000,1,3.7948717948717947,42700000,1.4425675675675675,1
2,1,1,8200000,23600000,6,23000000,10600000,27200000,6100000,0,2.8780487804878048,66900000,2.8347457627118646,0
5,0,1,6700000,23600000,14,3000000,3300000,19400000,7500000,1,3.5223880597014925,33200000,1.4067796610169492,2
3,1,1,7400000,15200000,10,16700000,12800000,19300000,4800000,0,2.054054054054054,53600000,3.526315789473684,1
1,0,0,1200000,2700000,14,600000,2200000,2400000,600000,1,2.25,5800000,2.1481481481481484,2
0,0,0,9500000,24800000,2,17400000,16000000,19600000,12000000,1,2.610526315789474,65000000,2.620967741935484,1
5,0,1,4000000,8200000,2,3500000,7700000,9500000,4400000,1,2.05,25100000,3.0609756097560976,1
0,0,1,8600000,32600000,8,21500000,14100000,33600000,11000000,1,3.7906976744186047,80200000,2.460122699386503,2
4,1,1,9100000,28400000,12,25800000,11800000,19300000,9700000,1,3.120879120879121,66600000,2.3450704225352115,2
0,0,1,7100000,18600000,20,19200000,13100000,23100000,5100000,1,2.619718309859155,60500000,3.252688172043011,2
0,0,0,9000000,28400000,4,0,7200000,26900000,13200000,1,3.1555555555555554,47300000,1.6654929577464788,1
3,1,1,1400000,2700000,14,1200000,1500000,4000000,1300000,1,1.9285714285714286,8000000,2.962962962962963,2
1,1,0,8800000,20200000,6,24200000,16100000,17600000,11900000,1,2.2954545454545454,69800000,3.4554455445544554,1
3,0,1,5400000,14700000,4,12300000,9900000,15100000,6100000,0,2.7222222222222223,43400000,2.9523809523809526,0
1,1,0,6100000,19100000,6,5700000,5900000,12400000,6300000,0,3.1311475409836067,30300000,1.5863874345549738,0
1,1,0,1000000,3600000,4,1000000,1300000,3700000,1000000,1,3.6,7000000,1.9444444444444444,1
3,1,1,7700000,18100000,20,7800000,14500000,29100000,10000000,1,2.3506493506493507,61400000,3.3922651933701657,2
1,1,1,6100000,12900000,2,8900000,7500000,15600000,7200000,0,2.1147540983606556,39200000,3.0387596899224807,0
2,0,1,7700000,21000000,12,16100000,4300000,27400000,10500000,0,2.727272727272727,58300000,2.776190476190476,0
4,1,1,4700000,12000000,2,5800000,8200000,13000000,6800000,0,2.5531914893617023,33800000,2.816666666666667,0
2,1,1,9100000,34800000,20,21300000,10900000,30600000,9900000,1,3.8241758241758244,72700000,2.089080459770115,2
